"axis","simulator","method","failure_mode","threshold_status","threshold_value","mean_flag_rate","min_flag_rate","max_flag_rate","alignment"
"dropout","scdesign3","pca_sctransform_v2","step6_6_neighborhood_collapse","always_below_threshold",NA,0.996707818930041,0.992592592592593,1,"consistent_uniform_high"
"dropout","scdesign3","pca_sctransform_v2","step6_7_subspace_rotation_slippage","always_below_threshold",NA,0.99917695473251,0.997530864197531,1,"consistent_uniform_high"
"dropout","scdesign3","pca_shiftedlog","step6_1_technical_separation","between_none_and_low",NA,0,0,0,"inconsistent_not_increasing"
"dropout","scdesign3","pca_shiftedlog","step6_2_cluster_collapse","between_none_and_low",NA,1,1,1,"inconsistent_not_increasing"
"dropout","scdesign3","pca_shiftedlog","step6_4_variance_hijacking","between_none_and_low",NA,0,0,0,"inconsistent_not_increasing"
"dropout","scdesign3","pca_shiftedlog","step6_6_neighborhood_collapse","between_none_and_low",NA,0.948971193415638,0.916049382716049,0.97283950617284,"consistent_increasing"
"dropout","scdesign3","pca_shiftedlog","step6_7_subspace_rotation_slippage","between_none_and_low",NA,0.918518518518519,0.893827160493827,0.945679012345679,"consistent_increasing"
"dropout","splatter","pca_glmpca","step6_1_technical_separation","always_below_threshold",NA,0.0366010499726519,0.0126200274348422,0.0584362139917695,"inconsistent_low_flag_despite_always_failing"
"dropout","splatter","pca_glmpca","step6_2_cluster_collapse","always_below_threshold",NA,0.769602360647927,0.670233196159122,0.871604938271605,"consistent_uniform_high"
"dropout","splatter","pca_glmpca","step6_4_variance_hijacking","always_below_threshold",NA,0.102846053894877,0.0460905349794239,0.158847736625514,"inconsistent_low_flag_despite_always_failing"
"dropout","splatter","pca_glmpca","step6_6_neighborhood_collapse","always_below_threshold",NA,0.994603123983397,0.986282578875171,1,"consistent_uniform_high"
"dropout","splatter","pca_glmpca","step6_7_subspace_rotation_slippage","always_below_threshold",NA,0.993317252399418,0.987359164605661,0.996982167352538,"consistent_uniform_high"
"dropout","splatter","pca_libnorm","step6_1_technical_separation","between_none_and_low",NA,0.0317519661071512,0.0150891632373114,0.0455418381344307,"inconsistent_not_increasing"
"dropout","splatter","pca_libnorm","step6_2_cluster_collapse","between_none_and_low",NA,0.828709028204209,0.753086419753086,0.910836762688615,"consistent_increasing"
"dropout","splatter","pca_libnorm","step6_4_variance_hijacking","between_none_and_low",NA,0.0723778484192924,0.0282578875171468,0.11358024691358,"inconsistent_not_increasing"
"dropout","splatter","pca_libnorm","step6_6_neighborhood_collapse","between_none_and_low",NA,0.968522080750715,0.953360768175583,0.987379972565158,"consistent_increasing"
"dropout","splatter","pca_libnorm","step6_7_subspace_rotation_slippage","between_none_and_low",NA,0.730338268815465,0.636488340192044,0.84636488340192,"consistent_increasing"
"dropout","splatter","pca_log","step6_1_technical_separation","between_low_and_high",NA,0.0527044504531197,0.0235939643347051,0.0806584362139918,"inconsistent_not_increasing"
"dropout","splatter","pca_log","step6_2_cluster_collapse","between_low_and_high",NA,0.816631515539437,0.712208504801097,0.926748971193416,"consistent_increasing"
"dropout","splatter","pca_log","step6_4_variance_hijacking","between_low_and_high",NA,0.180443609110418,0.0757201646090535,0.273799725651578,"inconsistent_not_increasing"
"dropout","splatter","pca_log","step6_6_neighborhood_collapse","between_low_and_high",NA,0.860762634332907,0.766529492455418,0.909190672153635,"inconsistent_not_increasing"
"dropout","splatter","pca_log","step6_7_subspace_rotation_slippage","between_low_and_high",NA,0.811403666498167,0.776680384087791,0.874348422496571,"inconsistent_not_increasing"
"dropout","splatter","pca_raw","step6_1_technical_separation","always_below_threshold",NA,0.0323936202494618,0.00631001371742112,0.0534979423868313,"inconsistent_low_flag_despite_always_failing"
"dropout","splatter","pca_raw","step6_2_cluster_collapse","always_below_threshold",NA,0.87372403292935,0.80960219478738,0.949519890260631,"consistent_uniform_high"
"dropout","splatter","pca_raw","step6_4_variance_hijacking","always_below_threshold",NA,0.889590026654544,0.748422496570645,0.975857338820302,"consistent_uniform_high"
"dropout","splatter","pca_raw","step6_6_neighborhood_collapse","always_below_threshold",NA,0.993137670662021,0.989849108367627,0.996159122085048,"consistent_uniform_high"
"dropout","splatter","pca_raw","step6_7_subspace_rotation_slippage","always_below_threshold",NA,0.999451001590376,0.99917695473251,0.999725651577503,"consistent_uniform_high"
"dropout","splatter","pca_sctransform_v2","step6_1_technical_separation","always_below_threshold",NA,0.0525683862457507,0.0303197353914002,0.0740740740740741,"inconsistent_low_flag_despite_always_failing"
"dropout","splatter","pca_sctransform_v2","step6_2_cluster_collapse","always_below_threshold",NA,0.79284243888887,0.71440329218107,0.875445816186557,"consistent_uniform_high"
"dropout","splatter","pca_sctransform_v2","step6_4_variance_hijacking","always_below_threshold",NA,0.140948359676618,0.0837927232635061,0.198079561042524,"inconsistent_low_flag_despite_always_failing"
"dropout","splatter","pca_sctransform_v2","step6_6_neighborhood_collapse","always_below_threshold",NA,0.982434963426189,0.958573388203018,0.999448732083793,"consistent_uniform_high"
"dropout","splatter","pca_sctransform_v2","step6_7_subspace_rotation_slippage","always_below_threshold",NA,0.94032940658489,0.917010167628469,0.982441700960219,"consistent_uniform_high"
"dropout","splatter","pca_shiftedlog","step6_1_technical_separation","between_low_and_high",NA,0.0505075521207344,0.0233196159122085,0.0781893004115226,"inconsistent_not_increasing"
"dropout","splatter","pca_shiftedlog","step6_2_cluster_collapse","between_low_and_high",NA,0.806750448860104,0.7039780521262,0.91358024691358,"consistent_increasing"
"dropout","splatter","pca_shiftedlog","step6_4_variance_hijacking","between_low_and_high",NA,0.130111869169201,0.0556927297668038,0.205761316872428,"inconsistent_not_increasing"
"dropout","splatter","pca_shiftedlog","step6_6_neighborhood_collapse","between_low_and_high",NA,0.927256353684045,0.893552812071331,0.963511659807956,"consistent_increasing"
"dropout","splatter","pca_shiftedlog","step6_7_subspace_rotation_slippage","between_low_and_high",NA,0.707259678434096,0.647430612805716,0.76323731138546,"consistent_increasing"
"clipping","splatter","pca_glmpca","step6_1_technical_separation","always_below_threshold",NA,0.0365998719004483,0.0356848751029371,0.0381553664562174,"inconsistent_low_flag_despite_always_failing"
"clipping","splatter","pca_glmpca","step6_2_cluster_collapse","always_below_threshold",NA,0.769603806386678,0.767499313752402,0.772714795498216,"consistent_uniform_high"
"clipping","splatter","pca_glmpca","step6_4_variance_hijacking","always_below_threshold",NA,0.10284564004026,0.101290145484491,0.103760636837771,"inconsistent_low_flag_despite_always_failing"
"clipping","splatter","pca_glmpca","step6_6_neighborhood_collapse","always_below_threshold",NA,0.994601518894684,0.994235520175679,0.994784518254186,"consistent_uniform_high"
"clipping","splatter","pca_glmpca","step6_7_subspace_rotation_slippage","always_below_threshold",NA,0.993320523378168,0.992039527861653,0.993961021136426,"consistent_uniform_high"
"clipping","splatter","pca_libnorm","step6_1_technical_separation","between_log_stabilized_and_clip99",NA,0.0317503888736389,0.03101839143563,0.0321163875926434,"consistent_increasing"
"clipping","splatter","pca_libnorm","step6_2_cluster_collapse","between_log_stabilized_and_clip99",NA,0.828712599505902,0.827614603348888,0.829810595662915,"consistent_increasing"
"clipping","splatter","pca_libnorm","step6_4_variance_hijacking","between_log_stabilized_and_clip99",NA,0.0723762466831366,0.0697227559703541,0.0763107329124348,"consistent_increasing"
"clipping","splatter","pca_libnorm","step6_6_neighborhood_collapse","between_log_stabilized_and_clip99",NA,0.968524110165614,0.967609113368103,0.969256107603623,"consistent_increasing"
"clipping","splatter","pca_libnorm","step6_7_subspace_rotation_slippage","between_log_stabilized_and_clip99",NA,0.730350443773447,0.724951962668131,0.733186933845732,"consistent_increasing"
"clipping","splatter","pca_log","step6_1_technical_separation","always_above_threshold",NA,0.0527038155366456,0.0524293164973923,0.0532528136151523,"consistent_uniform_low"
"clipping","splatter","pca_log","step6_2_cluster_collapse","always_above_threshold",NA,0.816634641778754,0.816085643700247,0.817183639857261,"inconsistent_high_flag_despite_never_failing"
"clipping","splatter","pca_log","step6_4_variance_hijacking","always_above_threshold",NA,0.18043736846921,0.179247872632446,0.181169365907219,"consistent_uniform_low"
"clipping","splatter","pca_log","step6_6_neighborhood_collapse","always_above_threshold",NA,0.860737487418794,0.858632994784518,0.861926983255559,"inconsistent_high_flag_despite_never_failing"
"clipping","splatter","pca_log","step6_7_subspace_rotation_slippage","always_above_threshold",NA,0.81141916003294,0.81059566291518,0.8122426571507,"inconsistent_high_flag_despite_never_failing"
"clipping","splatter","pca_raw","step6_1_technical_separation","always_below_threshold",NA,0.0323908866318968,0.0318418885533901,0.0332143837496569,"inconsistent_low_flag_despite_always_failing"
"clipping","splatter","pca_raw","step6_2_cluster_collapse","always_below_threshold",NA,0.873730441943453,0.87263244578644,0.875377436178973,"consistent_uniform_high"
"clipping","splatter","pca_raw","step6_4_variance_hijacking","always_below_threshold",NA,0.889559886540397,0.882239912160307,0.895141367005216,"consistent_uniform_high"
"clipping","splatter","pca_raw","step6_6_neighborhood_collapse","always_below_threshold",NA,0.993137524018666,0.992039527861653,0.993961021136426,"consistent_uniform_high"
"clipping","splatter","pca_raw","step6_7_subspace_rotation_slippage","always_below_threshold",NA,0.999451001921493,0.998902003842987,0.999725500960747,"consistent_uniform_high"
"clipping","splatter","pca_sctransform_v2","step6_1_technical_separation","always_below_threshold",NA,0.0526027241549386,0.051676745464541,0.0538905691503987,"inconsistent_low_flag_despite_always_failing"
"clipping","splatter","pca_sctransform_v2","step6_2_cluster_collapse","always_below_threshold",NA,0.792844725043462,0.791929728245951,0.794400219599231,"consistent_uniform_high"
"clipping","splatter","pca_sctransform_v2","step6_4_variance_hijacking","always_below_threshold",NA,0.141037493168401,0.139912039582188,0.141875171844927,"inconsistent_low_flag_despite_always_failing"
"clipping","splatter","pca_sctransform_v2","step6_6_neighborhood_collapse","always_below_threshold",NA,0.982404742171769,0.981858163826278,0.983227935111356,"consistent_uniform_high"
"clipping","splatter","pca_sctransform_v2","step6_7_subspace_rotation_slippage","always_below_threshold",NA,0.940342208802269,0.938512215207247,0.944002195992314,"consistent_uniform_high"
"clipping","splatter","pca_shiftedlog","step6_1_technical_separation","always_above_threshold",NA,0.0505078232226187,0.049958825144112,0.0510568213011254,"consistent_uniform_low"
"clipping","splatter","pca_shiftedlog","step6_2_cluster_collapse","always_above_threshold",NA,0.806752676365633,0.805105682130113,0.8081251715619,"inconsistent_high_flag_despite_never_failing"
"clipping","splatter","pca_shiftedlog","step6_4_variance_hijacking","always_above_threshold",NA,0.130112544606094,0.128740049409827,0.131759538841614,"consistent_uniform_low"
"clipping","splatter","pca_shiftedlog","step6_6_neighborhood_collapse","always_above_threshold",NA,0.927257754597859,0.925336261323085,0.929179247872632,"inconsistent_high_flag_despite_never_failing"
"clipping","splatter","pca_shiftedlog","step6_7_subspace_rotation_slippage","always_above_threshold",NA,0.707292524476164,0.704913532802635,0.710129014548449,"inconsistent_high_flag_despite_never_failing"
